GAT_Score,IELTS_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
267,76.1,4,5.0,5.0,4.03,0,0.36
324,90.9,4,1.5,3.0,4.26,1,0.49
276,60.1,3,3.5,4.5,9.77,1,0.59
330,100.8,1,5.0,2.0,7.05,1,0.62
304,86.5,4,2.5,2.5,8.15,0,0.52
263,75.6,3,3.0,3.0,4.28,1,0.3
295,76.3,4,4.5,4.5,5.64,1,0.52
329,62.5,4,3.5,2.0,8.06,1,0.56
290,73.4,4,3.0,4.5,4.04,1,0.43
278,67.1,4,1.0,3.5,5.71,1,0.35
320,86.2,5,4.5,2.5,7.23,0,0.55
313,89.7,4,1.5,2.0,8.79,1,0.61
298,109.4,5,3.5,3.5,8.41,0,0.64
333,93.9,1,5.0,1.0,7.27,1,0.58
278,95.2,4,3.5,1.5,9.18,0,0.57
298,65.8,4,3.0,3.5,9.13,0,0.56
326,81.0,5,3.5,1.5,5.69,1,0.57
304,107.8,3,3.0,1.5,6.3,1,0.46
272,95.1,3,3.0,1.0,9.55,1,0.53
317,82.5,2,4.0,4.0,5.17,0,0.48
279,85.9,4,3.0,5.0,9.14,0,0.6
331,67.0,2,3.5,3.0,9.24,1,0.64
320,61.6,2,4.5,5.0,9.75,0,0.67
298,68.7,3,3.0,3.0,8.0,1,0.49
260,77.8,3,4.0,2.5,7.45,1,0.38
262,77.0,5,1.0,2.0,9.93,1,0.5
336,102.2,5,5.0,2.0,8.27,1,0.81
321,69.6,4,5.0,2.5,9.33,0,0.63
322,105.6,5,3.5,3.5,4.37,1,0.63
284,102.5,4,3.5,3.0,9.28,0,0.54
315,69.1,5,2.0,2.0,7.0,0,0.52
292,99.6,4,5.0,2.0,9.86,1,0.65
297,79.7,1,4.0,3.0,7.68,1,0.51
265,66.4,2,2.5,4.5,4.9,1,0.3
317,97.4,5,1.0,1.0,7.75,0,0.54
303,107.6,1,3.0,4.0,6.46,1,0.59
304,117.7,1,3.0,5.0,4.18,0,0.41
291,93.0,1,5.0,2.5,7.0,1,0.45
304,94.0,1,2.5,1.5,6.61,0,0.37
320,87.8,3,2.0,3.5,5.95,0,0.46
306,78.5,2,3.5,1.5,5.2,1,0.42
280,68.6,4,4.0,4.5,5.92,1,0.49
339,78.0,4,3.0,4.5,6.03,0,0.54
334,80.0,3,4.0,1.0,8.33,1,0.6
295,104.2,1,4.0,4.0,6.34,1,0.48
278,67.7,5,1.0,3.5,4.29,0,0.3
279,71.2,2,3.5,4.5,4.93,1,0.33
316,118.3,2,3.5,2.0,5.94,1,0.54
277,64.3,5,4.0,1.5,6.72,1,0.4
306,115.8,4,3.0,2.0,5.36,1,0.56
308,68.8,1,4.0,3.0,8.06,0,0.45
273,92.2,3,5.0,5.0,6.05,1,0.54
274,83.8,1,3.5,2.5,9.36,1,0.5
290,84.0,5,4.0,3.0,9.06,0,0.58
260,102.1,5,4.0,3.5,9.16,1,0.59
313,99.4,3,4.0,3.5,5.59,0,0.56
262,116.6,5,1.0,5.0,6.45,0,0.47
275,103.1,4,4.5,1.5,7.07,0,0.43
316,96.4,4,4.5,1.0,8.89,0,0.63
334,70.6,4,4.0,5.0,7.38,1,0.73
271,88.6,3,3.0,4.0,9.07,0,0.51
333,89.8,4,2.0,2.5,6.91,0,0.6
275,98.3,4,2.0,5.0,5.08,1,0.44
331,82.0,4,2.5,1.5,4.83,1,0.55
335,68.7,2,2.0,2.5,9.69,1,0.63
283,112.7,3,1.5,2.0,9.07,1,0.51
287,61.9,3,1.5,5.0,4.01,1,0.32
267,68.1,4,2.0,2.5,8.14,0,0.35
295,87.4,5,5.0,4.0,8.2,1,0.69
267,113.3,3,2.5,3.0,5.84,1,0.45
317,66.2,3,1.0,5.0,9.09,0,0.56
319,104.3,5,4.0,1.5,7.95,1,0.66
309,77.2,4,4.5,2.5,8.08,0,0.53
287,64.6,2,2.0,2.5,6.07,0,0.3
300,113.7,1,1.0,2.5,7.3,0,0.44
323,118.3,5,1.5,1.5,4.49,1,0.53
286,67.9,1,3.5,1.5,5.79,1,0.3
322,113.8,5,2.5,3.0,5.81,0,0.57
276,98.9,2,2.5,3.0,4.63,0,0.31
332,72.1,2,2.5,1.5,6.2,0,0.4
292,100.3,4,3.5,3.0,7.71,0,0.55
336,108.7,1,4.0,1.0,5.49,0,0.49
288,89.6,2,1.5,1.0,5.55,1,0.32
272,114.6,3,2.5,1.5,8.05,0,0.44
305,91.7,2,1.0,4.5,9.1,0,0.54
294,71.1,4,2.5,2.5,7.75,0,0.43
265,102.6,2,3.5,2.0,6.68,0,0.33
328,100.6,5,4.5,1.0,8.0,0,0.7
306,98.4,5,3.5,1.0,4.68,1,0.49
284,112.8,1,2.0,2.0,4.42,1,0.37
325,91.7,5,4.5,5.0,6.0,0,0.64
269,102.3,1,3.0,2.0,9.74,1,0.47
315,117.3,1,4.5,4.5,7.28,0,0.64
289,68.3,1,4.5,2.5,5.32,1,0.38
264,83.2,3,3.5,2.5,9.99,1,0.57
292,73.1,1,2.5,4.0,5.68,1,0.33
324,79.4,5,1.5,3.0,6.66,1,0.58
277,90.6,5,5.0,4.5,7.88,1,0.6
308,110.7,2,5.0,1.5,5.73,0,0.46
270,84.0,2,4.0,3.5,4.54,0,0.32
285,93.5,5,1.5,2.5,8.57,1,0.57
322,108.7,3,4.5,2.5,4.56,0,0.53
318,115.7,4,3.5,4.5,6.55,1,0.72
286,81.0,1,3.0,4.0,8.0,0,0.44
308,70.7,2,2.0,3.5,7.24,0,0.39
336,94.9,5,5.0,2.5,8.99,1,0.81
292,113.7,1,5.0,1.5,6.52,0,0.44
260,74.9,2,1.0,5.0,7.19,0,0.31
280,90.0,1,5.0,2.0,4.72,1,0.38
314,89.2,1,2.0,4.0,5.95,0,0.39
265,115.6,4,1.0,1.0,7.28,1,0.39
340,87.4,1,5.0,3.0,8.93,0,0.64
328,92.2,2,3.5,3.0,6.69,1,0.57
264,68.3,1,3.5,3.0,9.33,0,0.38
262,87.5,1,2.0,2.5,8.64,1,0.36
312,80.5,3,2.5,3.5,6.18,1,0.54
282,73.3,4,1.0,2.0,8.16,1,0.43
312,90.5,3,3.5,1.0,4.24,1,0.42
296,106.3,1,2.5,4.0,9.88,1,0.62
333,70.6,1,3.5,3.5,6.63,1,0.56
333,68.5,5,4.0,5.0,4.66,0,0.53
276,67.5,2,1.0,3.5,6.82,1,0.34
337,105.8,2,2.0,5.0,8.26,1,0.69
332,107.3,2,1.0,1.5,4.55,0,0.48
260,113.3,5,3.5,2.0,9.98,1,0.67
310,117.8,1,3.0,1.0,6.53,1,0.48
304,82.6,1,2.5,3.5,8.52,1,0.55
336,80.4,5,3.0,1.0,5.01,1,0.54
263,119.5,2,2.5,1.5,8.57,0,0.42
321,68.5,4,1.0,5.0,9.49,0,0.65
324,62.5,5,4.0,2.5,5.68,0,0.47
291,83.1,1,2.0,3.0,8.05,0,0.43
293,65.3,1,2.0,1.0,6.56,0,0.3
331,83.0,2,2.5,4.5,8.36,1,0.67
298,84.7,4,2.5,4.5,8.81,1,0.64
285,98.3,5,1.0,2.0,4.84,1,0.37
293,104.6,1,1.0,5.0,5.08,1,0.36
313,98.9,3,3.5,2.0,6.73,1,0.56
262,102.4,3,3.5,3.0,7.82,0,0.37
309,82.1,2,2.0,4.0,9.96,1,0.62
271,87.4,5,1.0,4.5,9.39,1,0.49
324,102.9,3,1.0,3.5,4.22,1,0.5
313,68.8,1,4.0,1.0,9.41,1,0.55
264,102.7,3,1.5,2.0,8.24,0,0.37
316,117.1,3,1.5,4.0,7.11,0,0.63
276,70.5,3,4.0,3.5,4.58,0,0.32
306,83.7,1,3.5,4.5,6.35,1,0.5
282,94.9,5,2.0,5.0,9.46,1,0.7
338,103.1,5,4.5,1.5,4.55,0,0.59
273,75.1,1,2.5,1.0,7.03,1,0.3
325,95.1,2,1.5,3.5,7.97,1,0.65
334,116.1,2,3.0,1.0,9.88,0,0.69
310,81.4,4,5.0,3.0,5.98,0,0.51
297,94.1,1,1.0,5.0,6.44,1,0.48
323,97.4,1,2.5,1.5,6.55,0,0.41
297,113.2,1,1.5,3.0,5.91,1,0.46
309,78.7,4,1.5,5.0,7.4,0,0.57
289,112.4,5,2.5,3.5,5.57,1,0.55
338,100.4,4,3.5,2.5,6.38,1,0.72
310,103.0,4,1.0,3.0,8.9,1,0.7
322,64.0,3,2.0,2.5,5.79,1,0.45
311,81.4,2,3.5,1.5,7.72,0,0.44
297,67.1,2,2.5,4.5,7.9,0,0.41
338,93.7,3,4.5,3.5,9.54,1,0.8
289,110.3,1,1.5,2.0,5.57,0,0.35
310,84.6,3,2.0,4.0,9.66,1,0.61
340,73.5,1,5.0,2.5,7.01,1,0.59
264,78.3,2,1.0,2.5,4.06,0,0.3
288,94.4,2,2.5,3.5,9.72,1,0.57
263,106.1,5,4.5,1.0,7.98,1,0.5
269,101.4,3,5.0,1.5,8.86,0,0.52
315,116.5,3,2.0,1.5,5.72,0,0.41
276,113.0,3,2.0,4.0,4.53,0,0.34
333,66.3,2,1.0,5.0,6.08,1,0.49
276,102.2,5,1.5,4.5,5.48,0,0.38
328,83.6,4,3.0,4.0,9.14,1,0.76
293,80.2,4,1.0,3.5,9.56,0,0.52
265,88.6,1,4.0,2.5,6.43,1,0.34
312,106.0,2,2.5,3.5,7.78,0,0.61
325,85.0,2,4.0,3.0,7.82,1,0.59
336,109.3,5,3.0,2.0,4.68,0,0.58
302,88.3,5,4.5,2.0,5.26,0,0.49
334,63.6,5,1.5,1.5,5.45,1,0.47
282,97.8,4,2.5,3.5,8.36,1,0.59
314,106.8,2,1.0,1.5,8.85,1,0.6
339,79.0,4,1.0,4.0,5.85,0,0.55
334,73.3,4,1.5,4.5,5.35,1,0.59
275,98.4,5,3.0,1.0,5.38,1,0.4
267,81.2,2,1.5,3.0,5.89,1,0.3
263,114.3,5,2.0,3.0,9.63,0,0.53
263,106.0,5,2.0,3.0,9.83,0,0.56
315,87.7,4,4.0,1.0,9.64,1,0.68
284,118.5,2,4.0,1.0,4.43,1,0.4
326,80.7,4,4.0,4.5,8.49,0,0.63
326,86.7,4,1.0,4.0,7.05,0,0.56
286,98.9,4,1.5,4.0,7.49,0,0.47
291,90.7,3,1.0,4.0,8.2,0,0.51
309,80.7,4,3.0,1.5,8.81,0,0.56
320,85.1,3,1.5,1.0,6.24,0,0.43
310,111.8,5,1.5,2.0,4.28,1,0.53
278,71.9,2,1.0,1.0,6.82,1,0.3
280,79.1,4,2.0,2.0,8.3,0,0.46
264,71.9,1,1.5,3.5,4.6,1,0.3
301,90.7,1,1.5,4.0,5.08,1,0.37
320,69.7,1,2.0,3.5,7.68,0,0.45
281,70.3,4,2.5,1.5,9.99,1,0.53
280,110.1,5,1.5,3.0,8.65,1,0.58
329,102.2,2,2.0,5.0,6.62,1,0.62
260,71.3,2,2.5,2.0,9.38,0,0.38
264,83.2,2,3.0,3.5,5.67,1,0.35
271,115.0,4,1.5,1.5,4.3,1,0.3
305,112.2,3,2.5,1.5,4.36,1,0.43
293,99.3,1,1.5,2.5,5.4,0,0.32
308,77.0,4,1.5,4.5,8.03,1,0.6
337,82.4,3,2.0,2.0,9.77,1,0.72
304,99.2,2,2.5,5.0,8.41,1,0.66
286,93.6,4,1.5,4.0,9.56,1,0.62
332,93.6,2,4.5,1.0,6.74,1,0.57
285,85.4,1,3.5,1.0,9.91,0,0.45
306,65.4,1,3.5,4.0,9.74,0,0.53
315,67.3,5,1.5,4.0,4.81,0,0.39
322,110.1,1,3.0,1.0,5.66,1,0.54
307,113.0,1,2.0,3.0,10.0,0,0.56
320,113.6,1,2.5,3.0,4.71,0,0.43
340,88.5,1,1.5,5.0,6.38,1,0.6
285,116.1,3,5.0,3.0,9.98,0,0.7
295,110.3,3,1.5,2.5,6.0,0,0.41
260,83.0,1,1.5,2.5,5.11,0,0.3
267,73.4,2,1.0,3.0,8.25,0,0.32
311,103.7,3,2.5,1.5,8.9,1,0.62
338,103.5,3,3.0,1.0,9.21,1,0.74
306,113.4,2,3.5,4.0,4.38,1,0.51
315,63.0,5,2.5,1.0,4.82,0,0.34
273,81.2,5,1.0,5.0,6.16,0,0.44
287,62.1,1,5.0,1.5,5.74,0,0.31
337,72.6,2,5.0,1.5,6.63,0,0.51
261,84.0,3,1.0,3.0,5.85,0,0.3
285,67.4,2,1.5,3.0,7.81,0,0.32
273,109.3,1,1.0,3.0,7.19,0,0.4
318,72.2,3,1.5,5.0,4.52,1,0.46
315,84.7,3,3.5,1.0,7.36,0,0.45
266,108.1,4,5.0,5.0,8.71,0,0.64
262,67.0,3,1.5,3.5,7.41,0,0.3
282,97.2,1,2.0,4.5,6.59,0,0.37
277,116.4,2,2.5,4.0,8.72,0,0.58
297,87.3,5,3.5,5.0,4.59,0,0.47
274,74.4,3,1.5,3.5,7.38,1,0.39
323,116.6,2,1.5,3.0,8.96,1,0.67
287,63.3,5,3.5,3.0,8.86,0,0.51
333,78.7,5,4.5,1.5,7.03,1,0.6
298,109.0,5,2.0,2.5,5.01,0,0.5
316,69.2,5,3.5,2.5,6.6,1,0.55
276,65.0,3,4.5,3.0,4.78,1,0.31
303,87.5,2,1.5,5.0,8.94,1,0.58
284,79.9,4,4.0,5.0,7.89,0,0.58
276,107.8,4,3.0,4.5,5.19,1,0.51
272,80.2,3,4.0,1.0,8.2,1,0.45
284,100.2,5,2.5,2.5,7.75,0,0.53
327,93.6,4,3.5,4.5,7.6,1,0.74
269,95.8,4,4.0,2.5,9.6,1,0.58
326,90.7,3,1.5,1.0,6.37,0,0.46
277,68.1,4,5.0,4.5,9.92,1,0.69
293,63.7,3,4.5,4.0,5.61,1,0.46
267,92.6,2,4.0,3.5,5.67,1,0.35
299,99.0,5,4.5,3.0,6.95,1,0.64
301,103.5,5,4.5,1.5,5.9,0,0.54
300,103.3,2,1.5,4.5,6.77,0,0.46
265,104.4,2,3.0,5.0,4.2,1,0.31
311,61.2,2,1.5,5.0,5.21,1,0.37
285,73.4,2,5.0,3.5,8.92,0,0.47
323,103.8,3,2.5,2.5,4.39,0,0.45
318,67.4,5,2.0,4.5,4.58,1,0.46
315,71.2,5,2.5,4.5,6.18,1,0.52
318,99.6,3,1.5,2.0,7.67,0,0.51
329,108.5,3,1.5,1.5,5.47,1,0.52
292,69.7,1,2.0,5.0,5.43,1,0.36
312,93.0,1,4.0,4.0,6.99,0,0.5
281,70.9,1,1.0,1.0,6.68,0,0.3
280,72.5,3,3.0,2.0,4.1,1,0.36
329,88.9,1,5.0,4.0,7.89,0,0.67
329,100.4,1,2.0,1.5,7.62,1,0.53
263,94.5,3,2.0,2.5,6.45,1,0.32
334,65.5,2,5.0,3.0,6.89,0,0.55
321,77.1,5,2.0,2.0,5.89,0,0.45
321,116.3,2,3.0,2.0,9.38,0,0.71
283,97.7,2,3.5,3.5,4.08,0,0.34
314,99.5,1,3.0,5.0,6.33,0,0.5
268,72.7,5,3.0,4.5,6.14,0,0.42
262,117.5,1,3.0,2.5,5.85,0,0.33
290,72.4,5,5.0,1.0,7.84,0,0.5
299,75.1,5,1.5,4.0,8.01,0,0.53
295,90.6,3,3.0,4.0,9.7,1,0.62
283,89.8,3,1.0,1.5,5.04,1,0.32
265,62.0,5,3.5,2.0,8.97,0,0.43
325,104.6,5,1.5,1.0,5.24,0,0.55
334,65.8,3,4.5,4.5,4.28,0,0.52
263,63.2,5,1.0,1.5,7.66,0,0.3
338,90.4,3,4.5,5.0,9.33,1,0.84
265,62.9,4,4.5,1.5,7.14,0,0.35
310,72.0,5,4.0,4.0,9.24,0,0.69
321,83.5,2,1.5,4.0,8.79,1,0.6
316,96.2,2,2.5,4.0,7.26,1,0.57
325,107.0,4,3.5,2.0,8.3,1,0.67
338,77.4,4,1.5,3.0,5.82,0,0.46
334,88.3,1,3.0,4.5,5.66,1,0.58
267,117.2,3,3.0,2.0,5.86,0,0.36
285,83.4,1,3.5,1.0,8.38,0,0.37
310,102.6,2,2.5,2.0,9.33,0,0.58
304,76.3,5,4.5,1.5,7.98,1,0.62
303,97.4,3,4.5,2.5,8.46,0,0.57
264,108.3,4,4.0,5.0,7.32,0,0.55
329,114.9,4,2.0,1.0,8.04,0,0.69
285,116.3,5,4.0,3.0,4.19,1,0.49
327,78.1,4,5.0,3.0,6.74,1,0.64
278,72.1,2,3.5,1.5,5.08,0,0.3
279,108.8,4,5.0,1.5,8.44,1,0.56
271,97.8,4,1.0,1.5,4.04,1,0.32
306,84.9,4,2.0,2.0,8.8,1,0.55
260,62.2,2,3.5,1.0,6.99,0,0.3
273,78.5,1,2.5,2.5,5.46,0,0.3
323,66.7,5,2.0,4.5,5.55,0,0.49
297,89.5,2,4.5,2.5,6.66,1,0.5
296,109.6,3,4.5,2.5,6.61,1,0.55
270,78.8,2,3.5,5.0,7.42,0,0.36
336,81.5,1,1.0,5.0,9.48,1,0.69
262,107.0,5,1.0,2.5,9.19,1,0.51
292,87.4,4,2.0,3.0,9.94,1,0.63
265,100.1,1,1.0,3.5,7.93,0,0.32
309,71.3,5,1.0,1.0,4.43,1,0.36
269,75.1,1,1.5,4.5,4.96,1,0.3
264,98.1,1,4.5,3.0,8.54,1,0.47
282,66.7,4,4.5,3.5,5.38,1,0.44
269,70.5,5,1.5,5.0,4.92,0,0.34
303,79.1,4,2.0,3.0,5.81,0,0.43
261,70.8,1,2.5,3.5,8.57,1,0.43
272,118.5,4,2.0,1.5,6.37,0,0.43
299,75.4,2,2.5,2.5,7.71,0,0.43
261,117.3,4,1.0,5.0,5.93,1,0.41
324,110.8,5,1.0,5.0,9.59,0,0.74
322,80.0,2,1.5,4.0,9.81,0,0.58
332,92.9,3,1.0,1.5,8.77,1,0.6
276,80.3,5,1.5,3.0,4.59,0,0.3
268,102.2,4,1.5,4.5,5.72,0,0.33
334,81.7,4,1.0,1.5,6.2,1,0.51
274,88.0,4,3.0,4.0,5.82,1,0.45
283,103.1,2,3.5,5.0,7.09,1,0.53
297,85.0,2,3.0,1.0,8.55,0,0.43
294,101.4,3,2.5,4.0,7.58,1,0.57
308,82.2,1,4.0,3.0,7.44,1,0.53
328,84.0,5,1.0,3.0,4.54,0,0.41
321,79.3,4,1.5,4.0,5.12,1,0.51
319,119.4,5,5.0,1.0,7.1,0,0.61
309,90.3,2,4.0,1.0,9.45,1,0.58
337,73.3,4,3.0,4.0,5.37,1,0.61
334,94.0,1,3.5,1.0,4.87,1,0.49
268,88.1,3,4.5,1.5,6.54,1,0.43
293,106.7,5,1.5,1.0,9.34,0,0.52
335,116.1,1,2.5,1.0,4.08,0,0.4
294,66.6,4,3.5,4.5,9.41,1,0.61
260,118.9,5,4.5,3.0,9.06,0,0.61
299,69.9,2,3.5,3.5,6.67,0,0.39
323,76.4,5,3.5,2.5,6.51,0,0.5
281,106.5,4,5.0,5.0,7.96,0,0.59
319,69.3,1,1.0,2.0,4.15,0,0.3
323,109.0,4,2.5,3.0,8.14,1,0.72
331,100.4,2,4.5,4.5,7.63,1,0.7
270,108.3,4,1.0,3.0,5.68,1,0.37
273,93.8,2,1.0,4.5,6.92,0,0.36
319,119.0,2,5.0,2.0,7.75,0,0.69
289,95.6,4,3.0,4.0,8.18,1,0.6
294,83.7,3,4.0,1.0,8.31,0,0.42
296,118.0,2,3.5,5.0,7.11,1,0.65
264,64.4,5,3.0,1.5,8.92,0,0.39
337,90.9,4,5.0,5.0,4.69,1,0.68
285,97.9,5,2.0,4.0,6.54,1,0.53
321,80.7,2,1.5,1.0,5.62,0,0.4
263,65.5,4,3.0,1.0,5.49,1,0.3
301,84.6,4,2.5,1.0,6.41,1,0.44
277,108.6,2,4.5,4.5,7.18,0,0.55
299,94.3,1,1.0,2.0,5.7,0,0.3
331,105.5,4,5.0,5.0,4.83,0,0.64
298,103.1,4,5.0,4.5,8.04,1,0.74
273,77.2,5,1.0,4.5,7.0,1,0.41
291,75.2,2,5.0,4.5,5.47,0,0.47
310,107.5,2,5.0,2.0,9.21,0,0.63
297,70.2,3,2.5,1.5,5.36,0,0.3
282,93.9,4,2.0,1.5,7.22,1,0.51
322,117.4,3,2.0,2.0,9.52,0,0.66
274,91.5,4,4.5,4.5,9.12,0,0.59
284,108.4,5,2.5,3.0,4.57,1,0.5
276,75.4,3,3.0,2.0,6.68,0,0.31
325,63.5,1,2.5,3.5,6.34,1,0.44
337,80.9,4,1.0,2.0,8.34,1,0.61
312,94.5,3,1.0,1.0,8.58,0,0.45
310,98.4,4,4.5,3.0,8.69,0,0.67
298,92.2,2,1.0,3.5,5.51,0,0.36
310,86.0,4,3.0,4.0,8.02,0,0.58
329,119.1,2,3.0,2.5,8.44,1,0.72
265,101.3,3,1.5,3.5,6.39,0,0.39
326,117.2,4,4.0,3.5,6.77,1,0.65
266,70.6,2,3.5,3.0,4.36,1,0.3
310,120.0,2,3.0,2.0,9.03,1,0.69
331,102.2,3,4.5,2.5,6.01,0,0.58
301,118.3,5,1.5,4.5,8.98,0,0.7
323,96.4,2,4.0,2.0,8.01,1,0.65
274,69.2,2,3.0,2.5,9.24,0,0.43
288,80.9,1,5.0,4.5,6.78,0,0.43
292,63.2,3,4.5,4.0,4.36,1,0.36
286,69.1,3,2.5,4.5,5.65,0,0.3
295,119.9,2,2.5,2.5,8.19,0,0.54
288,115.0,5,4.0,2.0,5.09,1,0.59
297,114.1,1,2.5,5.0,9.62,1,0.77
316,60.1,4,4.0,2.0,8.05,0,0.53
286,87.0,5,5.0,1.5,8.97,0,0.56
314,106.9,5,1.0,3.0,5.9,1,0.54
292,73.6,4,3.5,4.5,8.39,1,0.59
327,85.2,1,5.0,3.0,6.76,0,0.57
325,72.3,5,3.5,1.5,7.15,1,0.59
269,101.6,5,1.5,1.5,9.41,0,0.48
264,102.2,3,5.0,1.5,8.86,1,0.49
333,77.0,4,1.0,1.0,6.13,0,0.38
297,88.6,4,4.5,4.0,6.12,1,0.58
272,87.1,1,2.0,4.0,7.99,1,0.43
290,106.7,3,5.0,1.0,9.72,1,0.67
306,100.5,4,3.0,3.5,8.76,0,0.63
311,64.1,2,2.5,5.0,6.93,1,0.45
315,69.1,2,5.0,1.0,9.49,0,0.52
274,110.4,3,1.5,1.0,5.6,0,0.3
288,117.9,3,2.5,5.0,5.51,1,0.47
267,98.2,1,5.0,1.0,8.91,0,0.51
264,81.9,3,1.0,3.5,4.6,0,0.3
288,73.3,1,5.0,1.0,7.91,1,0.41
306,104.6,1,3.0,2.0,6.94,1,0.48
327,98.3,3,1.5,2.0,5.14,0,0.49
335,114.5,3,3.0,4.5,5.53,1,0.65
304,114.2,1,1.0,2.5,9.96,0,0.57
261,78.4,2,3.0,3.5,5.85,1,0.3
286,108.2,2,1.0,1.0,9.4,0,0.44
295,75.2,2,2.0,1.5,6.24,1,0.4
295,106.9,5,3.0,4.0,5.4,0,0.53
285,70.1,2,1.5,2.5,9.12,1,0.43
302,80.9,4,5.0,2.5,5.44,0,0.48
286,65.2,1,4.0,2.5,8.24,1,0.49
328,77.7,4,3.0,3.0,7.11,0,0.59
279,79.1,2,5.0,1.0,9.64,0,0.42
270,100.1,2,2.5,4.5,9.95,1,0.53
333,102.9,3,5.0,5.0,9.0,1,0.82
297,95.3,4,1.0,3.5,7.76,0,0.5
265,106.2,2,3.5,3.0,8.04,1,0.46
331,87.1,1,1.0,3.0,8.84,1,0.58
282,97.7,2,3.5,5.0,6.0,0,0.45
306,81.6,3,4.5,3.0,6.48,0,0.46
305,91.3,5,1.5,3.0,6.08,0,0.48
271,68.5,4,3.5,1.5,9.6,1,0.51
272,96.7,2,2.0,3.0,4.8,0,0.3
321,72.3,1,1.5,3.5,4.17,0,0.3
319,87.7,1,2.5,2.0,8.35,0,0.45
302,99.9,5,5.0,2.5,5.56,0,0.55
335,85.7,5,4.0,4.5,8.9,0,0.79
327,73.4,1,4.0,5.0,4.51,0,0.42
264,100.0,2,4.0,1.5,5.44,1,0.3
296,111.2,2,2.5,4.0,9.54,0,0.65
331,90.0,5,1.5,1.0,8.63,1,0.59
290,93.5,1,4.0,4.5,4.39,0,0.32
268,83.5,4,3.5,4.0,9.04,0,0.53
310,95.0,2,4.5,3.5,6.31,0,0.57
288,89.7,3,2.0,3.0,6.72,0,0.41
337,104.8,2,2.5,2.5,8.86,0,0.64
299,74.4,2,4.0,4.5,5.76,0,0.43
300,89.2,5,2.0,2.5,7.93,0,0.53
270,79.0,4,2.0,4.5,5.03,1,0.37
282,65.7,3,1.5,1.0,9.11,1,0.41
260,83.2,5,1.5,4.0,5.94,0,0.38
305,117.2,2,3.5,2.5,8.24,0,0.54
280,87.6,1,5.0,2.0,4.71,0,0.3
295,92.7,4,2.0,3.0,7.47,0,0.47
313,104.5,1,2.0,3.5,5.49,1,0.46
316,119.1,3,4.0,2.0,8.03,0,0.57
260,84.7,4,2.5,4.0,5.45,0,0.32
322,91.1,5,2.5,2.5,7.37,1,0.63
313,118.1,4,2.5,2.0,8.73,1,0.7
314,85.7,5,2.0,2.5,7.78,0,0.56
299,107.4,2,3.0,1.5,7.42,1,0.51
274,86.6,5,3.5,2.0,5.62,1,0.41
280,73.7,5,4.5,2.5,4.91,0,0.4
306,116.2,5,3.0,2.0,6.39,0,0.55
332,102.7,4,3.5,5.0,9.57,0,0.81
312,111.8,1,4.5,2.0,8.12,1,0.59
268,67.0,2,2.0,2.5,6.04,0,0.3
333,102.3,2,2.5,3.0,7.78,1,0.68
311,98.4,5,1.0,2.5,5.81,0,0.5
316,89.0,3,2.0,1.0,9.9,1,0.58
285,68.5,4,2.5,4.0,8.61,1,0.52
300,84.9,5,2.5,4.0,4.46,1,0.39
294,97.1,5,4.5,3.5,4.7,1,0.5
322,100.6,2,2.0,1.5,8.65,0,0.56
284,67.0,4,3.0,1.5,5.13,1,0.32
334,86.6,4,1.5,3.0,4.84,0,0.5
297,85.5,2,3.5,2.0,9.45,1,0.58
261,107.2,1,5.0,1.0,4.59,1,0.34
266,62.5,2,2.0,2.5,9.8,0,0.4
293,107.1,3,3.5,4.0,7.62,1,0.62
276,107.0,2,4.5,1.0,7.17,0,0.4
302,101.8,3,2.0,5.0,8.01,0,0.59
318,114.0,3,2.0,2.5,6.36,0,0.51
310,87.9,5,1.5,4.0,6.2,1,0.52
313,65.8,3,3.5,1.0,9.8,0,0.5
283,79.9,1,3.5,1.5,5.73,1,0.35
284,96.7,4,2.5,4.5,7.9,0,0.53
330,79.4,1,5.0,4.5,9.49,0,0.65
311,98.0,1,2.5,5.0,8.45,0,0.56
329,62.6,5,3.5,4.0,9.44,1,0.67
292,64.2,2,5.0,2.0,6.45,0,0.36
308,60.6,4,1.0,3.5,4.63,1,0.41
288,118.6,3,4.0,3.0,7.42,0,0.56
322,75.7,4,5.0,2.0,4.53,0,0.48
281,107.7,5,1.0,5.0,8.56,0,0.51
285,113.2,4,4.5,3.0,7.44,1,0.63
287,69.5,1,3.5,5.0,6.36,1,0.39
308,71.9,4,1.5,2.5,4.2,1,0.36
330,82.9,2,2.5,4.5,7.45,0,0.56
340,90.2,5,3.0,1.5,9.46,0,0.73
308,92.1,5,5.0,1.5,9.67,1,0.76
279,83.1,5,4.5,1.5,8.44,1,0.56
322,95.2,1,2.5,4.0,8.69,1,0.63
320,104.2,2,2.5,2.5,7.49,0,0.56
308,102.0,1,3.5,4.0,8.58,0,0.54
330,61.8,3,4.5,4.5,5.88,0,0.47
260,95.6,2,2.5,2.0,5.6,1,0.31
272,102.8,2,5.0,4.5,8.88,0,0.53
310,72.0,2,5.0,4.0,4.17,1,0.47
315,96.2,5,4.5,1.0,4.34,0,0.43
321,66.6,2,3.5,1.0,7.29,0,0.46
291,99.9,3,4.5,1.5,4.24,1,0.4
289,97.2,4,3.5,2.0,5.93,1,0.48
288,74.5,2,2.0,4.0,5.97,0,0.35
